주소,간이약도,관리자,Tel,위도lon,경도lat 
전라남도 화순군 화순읍 웅곡길 41 도웅리 1구 마을회관,도웅리 1구 마을회관,박은애,010-3056-1795,35.0540908638,126.9442890709
전라남도 화순군 한천면 청계길 58 마을회관,한계리1구 마을회관,한천보건지소 담당자,379-5232,34.9819895605,127.0025627499
전라남도 화순군 남면 원진길 24 마을회관,사평3구 원진마을회관,남면보건지소 담당자,379-5242,35.0109197384,127.094421259
전라남도 화순군 남면 장전길 62 마을회관,장전1구마을회관,남면보건지소 담당자,379-5242,35.0165813744,127.1063353195
전라남도 화순군 이양면 쌍봉길 55 마을회관,쌍봉경로당,이양보건지소 담당자,379-5235,34.8715725359,127.0414347171
경기도 군포시 용호2로 36 당동주공 4단지아파트,관리사무소 옆,조희조,010-9823-2529,37.3429954341,126.9431487947
경상남도 고성군 하이면 하이로 1,남동발전(주)삼천포화력본부,윤미영,070-8898-2189,34.9109730335,128.1089615892
전라남도 화순군 도곡면 도곡평리길 28 마을회관,도곡면 평리 마을회관,도곡보건지소 담당자,379-5237,34.9975648817,126.8967520210
전라남도 화순군 동복면 칠정2길 9-3 마을회관,칠정1구 마을회관,동복보건지소 담당자,379-5241,35.0724884136,127.1285945232
부산광역시 사하구 서포로 48 구평동주민센터,1층민원실내,조은비,010-9614-0691,35.0817865024,128.9878446347
경기도 안산시 상록구 시낭로 78 부곡고등학교,부곡고등학교,하선아,031-363-0219,37.3315306040,126.8574648414
제주특별자치도 서귀포시 돈내코로 295-113,돈내코 야영수련장, 김민영,064-730-4500,33.3071081823,126.5593141726
경상북도 성주군 금수면 무학3길 24 무학보건진료소,무학보건진료소,김호순,054-932-5336,35.9277173290,128.0985418273
인천광역시 중구 은하수로 294 인천하늘초등학교,본관 2층 엘리베이터 옆,최연희,032-745-6790,37.4978764215,126.5578954470
인천광역시 중구 은하수로 294 인천하늘초등학교,후관 3층 미술실 앞,최연희,032-745-6790,37.4981633166,126.5575149176
제주특별자치도 서귀포시 신서귀로51번길 18 서부파출소,서귀포경찰서 서부파출소 내,주유정,064-738-0112,33.2544186494,126.5096096136
전라북도 김제시 광활면 광활11길 46,광활면사무소,장호석,063-540-4890,35.8338373249,126.7419530443
"충청남도 서산시 예천3로 10 (예천동, 예천2단지주공아파트)",관리사무소(2층),김영기,041-669-5550,36.7700233193,126.4466250268
충청남도 공주시 관골2길 36,601동 1층 관리사무소,송원권,041-858-5600,36.4765580061,127.1347316765
경기도 안양시 동안구 관악대로 375 관양1동 행정복지센터(관양동),1층 민원실,한규정,010-6877-8681,37.4061466656,126.9614620046
서울특별시 동작구 상도로58길 21,1층 보건실 앞,변현숙,,37.4948752928,126.952668444
전라남도 여수시 학동서4길 18-12 쌍봉도서관,1층 로비,김남철,659-5856,34.7621701278,127.6585792835
제주특별자치도 제주시 조천읍 516로 1865 산 137-2,"속밭대피소 1,000고지(4-5지점)",임동희,064-710-7824,33.3862816533,126.6183273686
경기도 광명시 가림일로 101 204동,204동 승강기 전실,정성훈,02-2613-0967,37.4699974358,126.8649617061
경기도 광명시 가림일로 101 206동,206동 승강기 전실,정성훈,02-2613-0967,37.4699974358,126.8649617061
제주특별자치도 서귀포시 서호남로 92-15,혁신도시 LH1단지 관리사무실 입구,양병문,064-739-5499,33.2486460476,126.5229563694
충청북도 청주시 청원구 오창읍 2산단4로 45,모아미래도와이드파크아파트,김창수,043-216-2567,36.7372803925,127.4471074264
충청북도 청주시 청원구 내수읍 청암로 35,102동1충(관리사무소복도),김영은,043-241-6613,36.7229952831,127.5346593165
울산광역시 중구 종가로 142,관리실 1층 입구,최동호,010-8411-7555,35.5592105847,129.2910280942
경기도 양주시 화합로 1457-188 양주생활체육시설 돔구장,돔구장 사무실 내,정영균,031-828-9742,37.8401830133,127.0725585259
"인천광역시 남동구 논고개로 38 ,1층(논현동)",전관 1층 보건실앞,보건교사,032-442-7310,37.3969585533,126.7306737892
경기도 화성시 향남읍 상신하길로274번길 22 하길고등학교,1층 보건실 앞,김미경,010-3026-2923,37.1118638115,126.9105456769
강원도 강릉시 범일로579번길 24,가톨릭관동대학교 생활관및 보건실 건물 내,최준희,033-649-7119,37.7373438487,128.8739407895
강원도 강릉시 죽헌길 7,강릉원주대학교 도서관 1층복도,윤해민,033-640-2376,37.7657410214,128.8699275843
강원도 강릉시 죽헌길 7,강릉원주대학교 자연과학대학 1층복도(1보관),윤해민,033-640-2376,37.7657410214,128.8699275843
경기도 군포시 용호2로54번길 11 관리사무소,관리사무소,김영종,010-2433-7667,37.3445608092,126.9456755908
부산광역시 해운대구 해운대로383번길 93,해운대센텀두산위브아파트 103동 B2층  관리사무소,박종호,051-743-6477,35.1747759592,129.1405865422
인천광역시 남동구 논현역로 41 동방중학교,동방중학교 본관동 1층 중앙현관 좌측,보건교사,0324292832,37.4040933335,126.7194638776
인천광역시 서구 원당대로820번길 16,1층 중앙현관 입구,정정임,032-569-3084,37.5925853297,126.6912323953
"인천광역시 연수구 송도과학로51번길 16 (송도동,박문여자고등학교)",2층 상담실2 옆,류혜연,032-550-1913,37.3827491483,126.6662378091
인천광역시 계양구 효서로303번길 8 인천화전초등학교,신관 중앙현관 계단 옆,송민화,032-628-5419,37.5284682593,126.7315547308
인천광역시 계양구 효서로303번길 8 인천화전초등학교,본관동 1층현관,송민화,032-628-5419,37.5284682593,126.7315547308
인천광역시 미추홀구 한나루로357번길 66 학산초 본관동 4층 중앙현관 좌측,학산초 본관동 4층 중앙현관 좌측,오현옥,865-7515,37.4398288309,126.6581604494
대전광역시 서구 영골길 159 동심원,1층 중앙현관 안쪽,김경일,042-581-2254,36.2258852735,127.3138478087
"광주광역시 서구 풍암순환로 183 (풍암동, 우미광장아파트)",1층 관리동 현관입구,서건열,681-0456,35.1262695403,126.8803129882
제주특별자치도 서귀포시 동문로 1,병원 1층 로비,김종현,064-730-9015,33.2528811165,126.5624668102
전라북도 전주시 덕진구 견훤왕궁로 244,인후2동주민센터,소미화,063-270-6603,35.8398689969,127.1463490598
충청남도 아산시 탕정면 탕정면로 37,센터커뮤니티 1층,김정태,010-9848-1063,36.7991148626,127.0608176331
"경기도 오산시 운암로 90 부산동, 오산운암3단지 주공아파트",아파트내,강형일,370-6264,37.1536269663,127.0782193139
"대구광역시 북구 칠곡중앙대로52길 20 (태전동, 삼성아파트)",통합경비실 내,주정하,053-313-1559,35.9198599022,128.5483610224
"경상북도 포항시 남구 대이로46번길 29 (대잠동, 대잠그린파크명품아파트)",관리사무소,관리소장,276-5900,36.0208126250,129.3438616820
경기도 안산시 상록구 이호로 113 한국선진학교,행정실앞 계단벽면,설공자,031-409-1224,37.2882303258,126.8698341767
경기도 수원시 영통구 센트럴파크로 60 래미안광교아파트 노인정(이의동),래미안광교아파트 노인정,이정권,031-211-5165,37.2917028147,127.0611928492
경기도 화성시 봉담읍 동화역말길 22,관리사무소,김장태,010-6288-2728,37.2135311766,126.9633222031
경상남도 김해시 분성로194번길 58 김해지역자활센터,지역자활센터2층입구,김호상,329-6373,35.2279062796,128.8716957441
경상남도 김해시 흥동로 150 김해시니어클럽,김해시니어클럽2츨 로비,구충모,332-5050,35.2220155987,128.8649579974
"경기도 수원시 장안구 금당로 56, 조원1동주민센터 (조원동)",주민센터 1층 로비(엘리베이터 출입문 왼편),이혜림,031-228-5750,37.3017982865,127.0164992384
세종특별자치시 세종시 세종특별자치시  금송로 625 1층 의무실 앞,한국중부발전 세종발전본부,조순향,070-7511-6526,36.4687742037,127.2479918384
세종특별자치시 세종시 세종특별자치시  만남로 190,가락마을20단지 아파트,윤호현,,36.5162338560,127.2403997501
세종특별자치시 세종시 세종특별자치시  마음안1로 167,관리사무소 출입문 안쪽 벽면,이은경,,36.5184532541,127.237320763
부산광역시 사하구 다대로 225 홈플러스 장림점 4층 고객센터 앞,4층 고객센터 앞,박철기,010-5728-3839,35.0824372692,128.9782523808
"대전광역시 서구 문정로2번길 95, 주안빌딩 (탄방동)",5층 분만실 519호 옆 벽면,오명선,042-483-3575,36.3432877914,127.3854719827
전라북도 전주시 완산구 어진길 122-12 풍남동주민센터,풍남동주민센터,정세현,,35.8170542155,127.1480820723
서울특별시 강동구 천호대로 1239,GS강동자이아파트 관리사무소 입구,박은희,01080032237,37.5378596586,127.1482765397
"대전광역시 중구 충무로107번길 100 (대흥동, 센트럴자이)",정문 경비실,김판곤,042-221-3371,36.3220958005,127.4271967135
세종특별자치시 세종시 세종특별자치시  금송로 625 1층 종합사옥,한국중부발전 세종발전본부,조순향,070-7511-6526,36.4687742037,127.2479918384
인천광역시 남동구 인주대로 923 동부교육지원청,동부교육지원청 1층 여유정 우측,진명희,032-460-6087,37.4485364380,126.7404114263
대구광역시 남구 대명남로 73 대명6동주민센터,대명6동주민센터,정은주,053-664-3891,35.8351422105,128.5660795472
충청남도 당진시 우강면 솔뫼로 154 솔뫼베네딕도의 집,행정사무실 옆,고명희,010-8505-7786,36.8207960385,126.7869674919
강원도 횡성군 횡성읍 한우로 223 횡성군장애인종합복지관,횡성군장애인종합복지관1층 중앙현관 우측 벽면,허만용,010-6336-4749,37.4943461845,127.9824043029
"경기도 성남시 분당구 양현로 262, 하탑초등학교 (야탑동)",본관 1층 출입문 우측 10미터,최병순,010-9183-8757,37.4074010542,127.1262286981
충청남도 아산시 배방읍 모산로126번길 17-7 관리사무소,관리사무소 1층 입구,정정문,041-532-8753,36.7731337244,127.0594206062
제주특별자치도 서귀포시 서호남로 19-42,2층 출입구, 김지훈,064-738-3566,33.2540666122,126.5173423717
제주특별자치도 서귀포시 대청로25번길 9, 주민복지관 내,김남국,064-739-3663,33.2541807278,126.5023737825
전라북도 전주시 덕진구 진버들7길 25,우아2동주민센터,문경은,063-270-6610,35.8377510989,127.1670428886
경기도 광명시 가림일로 101 202동,202동 승강기 전실,정성훈,02-2613-0967,37.4699974358,126.8649617061
경기도 광명시 가림일로 101 203동,203동 승강기 전실,정성훈,02-2613-0967,37.4699974358,126.8649617061
경기도 광명시 사성로 91 정문 경비실,정문 경비실,이균성 ,010-2433-1900,37.4890860187,126.8663837329
경기도 화성시 동탄역로 지하 151 동탄역,상행 승강장,동탄역장,031-328-9501,37.1998636667,127.095491949
제주특별자치도 제주시 애월읍 평화로 2144,파크골프 티하우스,조동희,064-741-9517,33.4087624988,126.3955531944
서울특별시 광진구 아차산로 522 .,803동 경비초소,서창국,02-4565-8636,37.5418107917,127.0989814809
울산광역시 중구 남외3길 33,남외푸르지오1차아파트 관리사무소앞,최인수,052-281-0300,35.5645242445,129.3476785607
경기도 의왕시 사천로 11 고천동주민센터,3층 헬스장 복도,복지은,031-345-3123,37.3458000304,126.9768957201
제주특별자치도 제주시 조천읍 516로 1865 산 137-2,"사라오름입구 1,300고지(4-21지점)",임동희,064-710-7824,33.3862816532,126.6183273686
제주특별자치도 제주시 산록북로 588 오라2동 산 107-20 탐라계곡대피소 3.2km,탐라계곡대피소 3.2km,김도영,064-710-7824,33.4216148443,126.5497566168
경기도 광명시 가림로 38 507동,507동 승강기 옆,송명기 ,028987935,37.4650969533,126.8658522085
경기도 광명시 가림로 38 512동,512동 승강기 옆,송명기 ,028987935,37.4635736524,126.8637592677
충청북도 청주시 흥덕구 오송읍 오송가락로 235,관리사무소 내,이상석,043-237-6223,36.6276404103,127.3320201176
충청북도 증평군 증평읍 송산로 53 관리사무소,관리동 입구,김용범,010-8996-9749,36.7902562448,127.5766156087
서울특별시 강동구 아리수로87길 32 고덕차량기지,고덕차량사업소,성홍자,0263113118,37.5666297497,127.1675532379
서울특별시 동대문구 회기로10길 63 (회기동 102-48) 본관1층 중앙현관,본관1층 중앙현관,한혜은(보건교사),010-6608-0500,37.5893208112,127.0483525761
서울특별시 광진구 아차산로 549 .,관리사무소 현관,김 준 진,02-458-7480,37.5433581621,127.1017445096
인천광역시 미추홀구 매소홀로 335 인주중학교 본관동 3층 본교무실 앞 쉼터,인주중학교 본관동 3층 본교무실 앞 쉼터,김미애,0328639314,37.4427962971,126.659873635
인천광역시 중구 영종대로277번길 74-37 인천과학고등학교,기숙사동(청운관) 1층 중앙출입구 사감실 옆,윤혜경,0327458524,37.4913710511,126.5074082117
제주특별자치도 제주시 일주동로 101 기숙사,기숙사 1층 계단 맞은편,박혜령,064-755-4260,33.516488517,126.5568476112
제주특별자치도 제주시 일주동로 101 체육관,체육관 1층 입구 오른쪽,박혜령,064-755-4260,33.516488517,126.5568476112
충청남도 아산시 둔포면 아산밸리중앙로 58-5,정문경비실,전정인,010-4914-4678,36.9232272892,127.0555907919
서울특별시 강서구 강서로 266 .,관리사무소 옆 상황실,박일수,02-2695-9442,37.5493538324,126.8387637813
경기도 화성시 동탄역로 지하 151 동탄역,맞이방,동탄역장,031-328-9501,37.1998636667,127.095491949
경기도 광명시 가림로 38 516동,516동 승강기 옆,송명기 ,028987935,37.4650969533,126.8658522085
경상북도 경산시 진량읍 황제1길 86-31,관리사무소,이상문,01026959875,35.8569164925,128.8184306193
경기도 화성시 효행로 846,관리사무소 내,김경하,010-3312-3630,37.2041460463,127.0210018483
전라북도 김제시 진봉면 진봉1길 15-3,진봉면사무소,박정규,063-540-4790,35.8592011706,126.7660947844
전라북도 김제시 황산면 용마로 59,황산면사무소,나양희,063-540-4848,35.7945532985,126.9426308218
전라북도 김제시 공덕면 공덕로 228,공덕면사무소,진길만,063-540-4726,35.8922712137,126.9127086657
경기도 안양시 동안구 관평로 213 평촌도서관(관양동),1층현관(정문옆),강선조,010-6239-1847,37.3959850146,126.9577008875
경기도 안양시 동안구 흥안대로 지하 529 인덕원역(관양동),역무실 맞은편,안택상,010-3635-4973,37.4015085890,126.9766888860
서울특별시 강서구 강서로17가길 46 3동 경비초소 앞,3동 경비초소 앞,최성균,02-2694-4956,37.5364651513,126.8435300293
대구광역시 동구 신암로20길 39,관리사무소 내 ,고준현,053-944-2700,35.8793672237,128.6118299004
제주특별자치도 서귀포시 신중로 27 서귀포 경찰서,현관,현경민,064-738-0112,33.2561519185,126.5092393523
제주특별자치도 서귀포시 신중로 27 서귀포경찰서,민원실,현경민,064-738-0112,33.2561519185,126.5092393523
"경상북도 포항시 남구 희망대로 850 (대도동, 문화예술회관)",문화예술회관 1층 로비,시설담당자,289-7904,36.0096122429,129.3660191454
충청북도 증평군 증평읍 증평로 31-11 5단지,증평주공5단지아파트 관리사무소,연노흠,010-5797-9978,36.7872920332,127.589400879
충청남도 당진시 우강면 우강창말길 24 당진남부사회복지관,당진남부사회복지관 로비,신윤호,010-3651-8281,36.8132067252,126.7878761256
강원도 강릉시 죽헌길 7,강릉원주대학교 해람문화관 정문 앞,윤해민,033-640-2039,37.7657410214,128.8699275843
강원도 강릉시 죽헌길 7,강릉원주대학교 기숙사 명진관 1층 복도,윤해민,033-640-2376,37.7657410214,128.8699275843
"부산광역시 해운대구 좌동순환로 402 중동, 래미안해운대",래미안해운대아파트 커뮤니티센터 로비,문용성,051-746-9808,35.1639934974,129.1766441025
대구광역시 동구 신암로16길 25 정문 보안실 내,정문 보안실 내,조부길,053-945-5596,35.8767520870,128.6112277212
경기도 광명시 범안로 966 2층,2층,이관후,010-2744-2749,37.4572761479,126.8723357407
경기도 광명시 철망산로 94  (하안동),골프연습장 1층,김경태,02-2610-7345,37.4702352418,126.8781694199
광주광역시 광산구 소촌로 122 2층 강당 입구,2층 강당 입구,백가영,062-949-2671,35.1551259413,126.793431682
경기도 안양시 만안구 병목안로 58 삼덕도서관,1층 로비,민경순,01027457585,37.3964060691,126.9153990492
충청남도 홍성군 홍성읍 남장중로 10 남장휴먼시아3단지,보육시설 앞,이옥규,0416319891,36.5880646375,126.6687663015
전라북도 전주시 완산구 오두정1길 1 효자2동 주민센터,효자2동 주민센터,김은진,063-220-5616,35.8067792714,127.1194293559
대구광역시 북구 연암로 40 대구광역시청별관 101동 1층 로비 당직실 앞,대구광역시청별관 101동 1층 로비 당직실 앞,이재완,803-2731,35.8925093385,128.6007216267
경기도 광명시 가림일로 101 205동,205동,정성훈,02-2613-0967,37.4699974358,126.8649617061
경기도 양주시 고암길 305-40 청담마을4단지,경비5초소,관리소장,031-827-4001,37.8331616173,127.0684758162
경기도 화성시 비봉면 주석로 610,"본관 중앙 계단(1층, 2층 사이)",국현미,010-7900-3999,37.2013685354,126.8891203148
인천광역시 계양구 계양문화로 168,관리사무소내,박명수,032-549-7463,37.5398336862,126.7421726671
부산광역시 사하구 장림로161번길 2 장림1동주민센터,1층민원실내,이주영,0512205271,35.0830550569,128.9668699685
부산광역시 사하구 낙동대로 380 당리동주민센터,1층민원실내,한수정,0512205121,35.1029342403,128.9766816873
강원도 양구군 양구읍 관공서로 32,교육청 입구 현관 ,김지우,033-480-1487,38.1092911508,127.9904062395
경기도 군포시 삼성로 41 삼성마을6단지아파트,관리사무소 앞,박승연,010-4860-3981,37.3385851114,126.9316462248
경기도 화성시 봉담읍 삼천병마로 1256-10,101동 지하 1층 관리사무소 앞 복도,석상훈,010-8639-1924,37.2180779760,126.9469449232
전라남도 순천시 삼산로 135-5,관리사무소 입구,이춘식,010-9849-0111,34.975214722,127.495172368
인천광역시 남동구 성리로 32-2,본관동 1층 중앙현관 좌측,보건교사,032-629-5665,37.4458573832,126.7100329033
서울특별시 송파구 법원로 101 서울동부지방법원,종합민원실,송대수,02-2204-2453,37.4834930115,127.1197536236
서울특별시 송파구 동남로 193 가락쌍용1차아파트,2층 관리사무소 입구,김동명,02-3402-1037,37.4946987693,127.1292251319
충청북도 영동군 영동읍 동정로 47,관리사무실,김수진,0437444248,36.1752735367,127.7873539883
인천광역시 서구 완정로34번길 23,2층 다목적실(강당) 앞,김지영,032-562-4368,37.5976900371,126.6704663105
인천광역시 강화군 하점면 강화대로 1190,본관동 1층 중앙현관 우측,김태일,010-6558-2603,37.7736927781,126.4141885985
인천광역시 남동구 간석로26번길 10,본관 1층 교무실,보건교사,0326294365,37.4676897088,126.7103838042
서울특별시 강남구 언주로 107,관리사무소 내,오수홍,02-572-1441,37.4824757895,127.0512538098
서울특별시 동작구 대방동1길 22,1층 보건실 앞 복도,금은희,824-0265,37.5006129187,126.9248852650
서울특별시 동작구 동작대로39가길 55,경비실,김찬수,591-5610,37.4935133489,126.9788405004
경상북도 영양군 영양읍 군민회관길 70 (문화관광과) 국민체육센터,경북 영양군 영양읍 군민회관길 70,김은정,054-680-5195,36.6589455148,129.1168785387
"인천광역시 연수구 먼우금로 138 (동춘동,청량중학교)",청솔관 별관동 2층,이도현,032-819-8148,37.4104624811,126.6732716851
대구광역시 남구 대명로58길 11 대명5동주민센터,대명5동주민센터,공남수,053-664-3871,35.8432341774,128.5878030343
제주특별자치도 서귀포시 월드컵로 31 체육진흥과,월드컵경기장 롯데시네마(N-4),김정훈,064-760-3577,33.24646752,126.5090059106
울산광역시 남구 대공원로 94 동물원 사무실,울산대공원 동물원 사무실내,오창환,052-226-0453,35.5297092013,129.2770824024
"강원도 춘천시 퇴계로 167 (퇴계동, 퇴계(1)주공아파트)",관리사무소 내,이원창,033-255-0650,37.8600443145,127.7369886507
전라남도 무안군 일로읍 백련로 339-20 회산백련지 수상유리온실,무안군 일로읍 백련로 339-20(회산백련지 수상유리온실),김미희,01098855234,34.8616928475,126.5270744156
인천광역시 남동구 아암대로1503번길 48,3층 본관과 후관 연결 복도중앙 좌측,보건교사,032-433-0462,37.3931511165,126.7284288407
제주특별자치도 서귀포시 남원읍 영실로 492,"진달래밭매점(1,500고지)",임동희,064-710-7824,33.3698292051,126.5555252531
부산광역시 사상구 광장로 7 지하1층 고객센터 옆,홈플러스 서부산점 지하1층 고객센터 옆,이성장,051-319-9168,35.1643346608,128.9777146363
"인천광역시 부평구 산청로 18 (산곡동, 산곡북초등학교)",1층 중앙현관,보건교사,032-516-5664,37.5112870406,126.7021633422
"인천광역시 부평구 세월천로30번길 58 (청천동, 용마초등학교)",신관4층 다목적실옆,교사,032-523-2795,37.5154630054,126.7076291432
"인천광역시 부평구 마분로 8 (부개동, 인천은광학교)",1층 급식실,보건교사,032-529-5043,37.4853198039,126.7372520301
울산광역시 중구 종가3길 15,본관 로비 1층,이상기,01036833498,35.5613881827,129.2965100182
경기도 수원시 팔달구 효원로 241 수원시청 본관,수원시청 본관,한국환,031-228-3783,37.2634549417,127.0286617363
세종특별자치시 세종시 세종특별자치시  갈매로 388 15동 문화체육관광부 1층 안내데스크 우측 뒤편,세종특별자치시 갈매로 388,김성준,044-203-2108,36.4978765296,127.2654340154
경기도 구리시 장자대로37번길 20,관리동 입구 우측 노인정 앞,장기남,031-552-8767,37.5885403597,127.1350166630
경상북도 울진군 울진읍 현내항길 71,울진군의료원 현관로비(엘리베이트 전면),손해식,054-789-7009,36.9927012863,129.4094834331
울산광역시 중구 약사로 15,삼성래미안2차아파트 관리사무소2층,임남진,052-281-1336,35.5666621060,129.3377783466
제주특별자치도 서귀포시 516로 501,체육관 출입구,고선화,064-730-5500,33.2979936222,126.5950744435
경기도 화성시 향남읍 상신하길로356번길 15,관리사무소 안,김민수,010-9185-0097,37.1205558470,126.9134700421
강원도 강릉시 죽헌길 7,강릉원주대학교 사회과학대학 1층복도,윤해민,033-640-2039,37.7657410214,128.8699275843
세종특별자치시 세종시 세종특별자치시  도움6로 11,세종특별자치시 도움6로 11,서성민,044-201-6223,36.5057508032,127.2625415139
강원도 춘천시 동면 만천로 107,아파트 정문 경비실내,홍원기,033-255-5338,37.8807021172,127.7617010274
충청북도 청주시 서원구 대림로 459 (죽림동),관리사무소 입구,신필수,010-7458-0602,36.6117270094,127.4427062789
제주특별자치도 서귀포시 성산읍 성산등용로 107-10,성산센터내,현광훈,,33.4717845031,126.9300848621
경기도 안양시 동안구 동편로 124 관양도서관 1층 로비,관양도서관 1층 로비,서성남,031-8045-6331,37.4109853189,126.9681013191
대구광역시 남구 이천로 51 봉덕1동주민센터,봉덕1동주민센터,최강현,053-664-3731,35.8453462240,128.5981516733
서울특별시 관악구 남부순환로 1717,1층 안내데스크 옆,관리팀장 정성민,02-880-0510,37.482940751,126.9411027536
경기도 광명시 안현로 36 하안주공4단지아파트 405동,405동 1층 승강기 옆,박창권,02-807-3360,37.4638085483,126.8775061598
경기도 광명시 안현로 36 하안주공4단지아파트 410동,410동 1층 승강기 옆,박창권,02-807-3360,37.4638085483,126.8775061598
인천광역시 연수구 해송로 20 인천해송고등학교,1층로비,이숙희,032-831-0321,37.3825385378,126.6458693370
경기도 화성시 향남읍 행정중앙2로 28,본관 1층 엘리베이터 옆,한보슬,010-8617-0916,37.1292848917,126.9178985090
서울특별시 관악구 낙성대로 23,본관 1층 중앙현관,보건교사(함현정),02-872-8101,37.4767532754,126.9598656242
전라남도 화순군 도곡면 천암1길 110 천암복지관 경로당,천암복지관 경로당,도곡보건지소 담당자,379-5237,35.0167856588,126.9099721515
"인천광역시 부평구 부흥로366번길 34 (부평동, 부흥초등학교)",후관1층 복도,김미숙,032-515-1335,37.4963554414,126.7313597012
"인천광역시 연수구 한진로 30 (옥련동,인천옥련초등학교)",본관 1층 중앙현관,이윤미,0326295371,37.4255150872,126.6488484503
"인천광역시 연수구 능허대로79번길 55 (옥련동,인송중학교)",본관1층 중앙현관,박신자,032-832-8514,37.4265123159,126.6424718097
광주광역시 서구 상무대로 지하 1123 (농성역),농성역대합실(고객안내센터앞),배기영,604-8491,35.1534724908,126.8838597439
경기도 용인시 수지구 죽전로 244,"죽전로 244(죽전동, 현대1차아파트)",최무열,010-3110-6647,37.3324308567,127.1307249918
경기도 고양시 일산동구 문봉길 110 성석초등학교 중앙현관,성석초등학교 중앙 현관,박동희,031-977-8457,37.707380098,126.8123754452
대구광역시 달서구 비슬로 지하 2718,지하2층,우현곤,053-644-7723,35.8094573437,128.5124764613
부산광역시 사상구 학장로 268 (주례동),"부산구치소 수용3,4팀 사무실",박성대,051-324-5501,35.1459301509,128.9969784938
"대전광역시 유성구 신성로 55, 신성동주민센터 (하기동)",행정복지센터 1층,최지웅,0426016773,36.3892202675,127.3473745562
"충청남도 예산군 신암면 추사고택로 496, 예산군장애인종합복지관",1층 안내데스크,성기정,01088282089,36.7622552365,126.8098111223
경상남도 거제시 제산로5길 26 (양정동),도서관 3층 복도,정민석,055-639-3893,34.8879376458,128.6462700390
"충청북도 청주시 서원구 대림로 459 (죽림동, 청주가경4주공아파트)",관리동 1층,신필수,010-7458-0602,36.6117270095,127.4427062789
"경상남도 통영시 여황로 165-14 도천아파트 노인정 (도천동, 도천아파트)",도천아파트 노인정,조철규,0556505745,34.8403342190,128.4131002367
광주광역시 남구 회재로 1244  (주월동),3층엘리베이터앞,박승협,010-9833-7537,35.1339320844,126.8970541664
경기도 남양주시 화도읍 경춘보학1길 8  (남양주 라온 프라이빗 5단지),남양주 라온 프라이빗 5단지 아파트 관리동 관리사무소 입구,염규식,010-3458-8792,37.6494573451,127.2964396209
"대전광역시 유성구 도안대로 560 (봉명동, 도안마을1단지)",5초소 앞,한필교,042-824-2681,36.3509064053,127.3434922729
"대전광역시 유성구 송림로19번길 35, 노은2동주민센터 (하기동)",건물 내 출입구,양동혁,0426016877,36.3894712745,127.3207814465
부산광역시 수영구 수영로521번길 77 (광안동),지하1층 출입문 옆(수영장 입구 맞은편),박현근,010-3500-2479,35.1529364765,129.1074573533
경기도 안산시 상록구 차돌배기로 24 안산시립노인전문병원 (사동),본관3층,박재준,031-8040-5140,37.2996738952,126.8461378121
경기도 성남시 중원구 금상로 137 2층 건강증진센터 (상대원동),2층 건강증진센터 출입구 앞,김해란,031-729-3930,37.4418035989,127.1707640046
서울특별시 동대문구 전농로4길 38 (답십리동),상인회사무실 2층,정성관,010-5240-3168,37.5667809303,127.0586507886
서울특별시 중구 세종대로 125,서울특별시의회 본관 1층,안성희,02-2133-7540,37.5675680257,126.9765466811
경기도 수원시 팔달구 효원로 241 수원시청 별관,수원시청 별관,한국환,031-228-3783,37.2634549417,127.0286617363
제주특별자치도 제주시 제주대학로 102,간호대학 1층 현관,고은희,064-754-2271,33.4547592309,126.5622558831
충청북도 괴산군 괴산읍 읍내로11길 26 본관 1층,본관1층 현관 로비,송정욱,043-830-1218,36.8103359386,127.7921367501
제주특별자치도 서귀포시 표선면 한마음초등로 399,출입문 왼편,고충남,064-760-3657,33.3542641411,126.8143922654
인천광역시 서구 완정로34번길 23,본관동 1층 중앙현관,김지영,032-562-4368,37.5976900371,126.6704663105
인천광역시 남동구 간석로26번길 10,신관 1층 우측,보건교사,0326294365,37.4677379049,126.7098297192
전라남도 영암군 삼호읍 대불주거9로 27 삼호읍사무소임시청사,삼호읍사무소,총무팀장,010-8623-4584,34.758198058,126.4515292943
대구광역시 달성군 다사읍 대실역남로 50 죽곡한신휴플러스 정문초소앞,정문초소 앞,허노형,053-592-9553,35.8530809142,128.4629749939
서울특별시 중구 장충단로 275 두산타워빌딩,"9F (면세 12,13호기 E/V 앞)",유덕은,02-3398-0119,37.5688854829,127.0087747747
경기도 양주시 은현면 은현로312번길 121-208 상패초등학교,1층 중앙현관,오소민,0318635104,37.8981622579,127.0265548553
경기도 안산시 상록구 월피로 42,삼일초등학교,김여진,031-487-6143,37.3324342210,126.8507921601
서울특별시 동작구 사당로23나길 27,2층 강당앞,함소현,02-3477-9473,37.4882579623,126.9751874985
경기도 광주시 초월읍 경충대로 1066 초월역사,초월역 대합실,유병대,010-8742-2192,37.3733536835,127.2999909249
충청남도 공주시 신금2길 48,관리사무소 앞,길용욱,,36.4729069535,127.1436159935
인천광역시 중구 남북로87번길 4 인천용유초등학교,"본관동 1층 중앙현관 좌측(행정실 문 앞, 급식실 방향)",민성희,032-746-7594,37.4482508736,126.4123736377
인천광역시 남동구 담방로 7 남동중학교,본관 1층 중앙현관 우측,보건교사,032-462-0121,37.4402674926,126.7382071256
