주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도

"광주광역시 광산구 장신로 77, 301~303호 (장덕동)",C,0,롯데아울레건너편 100m,베스트이비인후과의원,062-452-3000,,1930,0830,1930,0830,1930,0830,1930,0830,1930,0830,1300,0830,1230,0900,1230,0900,35.19125752358361,126.81855631987477

"광주광역시 광산구 장신로 82 (장덕동,보광빌딩 3층)",C,0,대방노블랜드5차 부근 세계로병원 맞은편 (보광빌딩3층),센텀이비인후과의원,062-973-5300,,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1400,0900,1230,0900,1230,0900,35.19049360706125,126.81883911294759

광주광역시 광산구 장덕로 55  (장덕동),C,0,번영빌딩 201호(성덕중학교앞 파리비케트 2층),수완이비인후과의원,062-955-5075,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.19516449565454,126.81535447264122

광주광역시 광산구 목련로 379,C,0,극락강역 4거리에서 신가지구 방향으로 500M 정도 진입후 좌측에 위치함,양한모이비인후과의원,062-952-1300,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0830,1100,0900,1200,0900,35.182396797711604,126.83186473539655

경상북도 경산시 백양로35길 1-3,C,0,,상쾌한이비인후과의원,053-292-7599,,1900,0900,1900,0900,1900,1400,1900,0900,1900,0900,1400,0900,,,1300,0900,35.811416192549835,128.75918006158201

경상북도 경산시 대학로 1536 (하양읍) 2층,C,0,,서울이비인후과의원,053-852-4411,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,35.914775911406124,128.82049867296527

경상북도 경산시 대학로 39,C,0,,영이비인후과의원,053-814-0075,,1900,0900,1900,0900,1900,0900,1900,1400,1900,0900,1600,0900,,,1300,0900,35.83455067290733,128.7272885300144

경상북도 경산시 경산로 43  (옥곡동),C,0,,옥곡이비인후과의원,053-816-3800,,1910,0850,1910,0850,1910,0850,1910,0850,1910,0850,1610,0850,,,1300,0850,35.81314747713366,128.7325293635222

"경상북도 경산시 중앙로 78, 4층 (중방동, 삼원빌딩)",C,0,,윤이비인후과의원,053-812-5100,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,35.8228696398,128.7355013779

"경상북도 경산시 압량면 압독3로 21, 2층",C,0,,이무형이비인후과의원,053-801-0004,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,1300,0900,35.84161136530841,128.76432583314752

경상북도 경산시 백자로10길 3-11 (사동),C,0,,정이비인후과의원,053-811-6660,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1700,0900,,,1500,0900,35.81140848275489,128.75477241755615

경상북도 경산시 경청로221길 1  (백천동),C,0,,준이비인후과의원,053-816-7200,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,1300,0900,35.80406208536709,128.7389162444363

"인천광역시 서구 서곶로 818, (당하동)",C,0,대우APT맞은편 당하메디칼약국3층,미래이비인후과의원,032-568-5475,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.5919965604141,126.67660802496687

"서울특별시 강남구 테헤란로26길 10, 성보빌딩 2층 (역삼동)",C,0,,민이비인후과의원,02-501-2250,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1300,0900,,,,,37.4996330482,127.0358401868

전라북도 군산시 수송동로 53,C,0,수송동 보건소 맞은편 2층,군산수이비인후과의원,063-462-1959,,1900,0900,1900,0900,1900,0900,1900,1400,1900,0900,1300,0900,,,,,35.96426412296025,126.7194304065453

강원도 동해시 천곡로 76 2층 (천곡동),C,0,김현규산부인과 2층,열린이비인후과의원,033-533-9955,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,1300,0900,37.52289748773899,129.11328218994495

"부산광역시 부산진구 가야대로 456, 2층 (개금동)",C,0,,부산드림이비인후과의원,051-893-8282,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,35.1529027304,129.0218984471

충청북도 청주시 흥덕구 대농로 17,C,0,지웰시티몰 321호,수이비인후과의원,043-231-8844,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,36.64371966643491,127.42692724967304

"제주특별자치도 제주시 동화로 28, 2층 (화북일동)",C,0,,더맑은이비인후과의원,064-755-7588,,1830,0830,1830,0830,1230,0830,1830,0830,1830,0830,1300,0830,,,,,33.51784282525342,126.57279256514165

광주광역시 동구 갈마로 2,C,0,두암타운 입구,심이비인후과의원,062-266-6060,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1600,0900,,,,,35.16019207660359,126.93122318775808

전라남도 여수시 소호로 483 (소호동),C,0,원협 옆,박이비인후과의원,061-654-0224,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,,,,,,,34.74562345776963,127.653417453838

"전라남도 순천시 해룡면 향매로 67, 2층",C,0,신대지구 농협2층,신대상쾌한이비인후과의원,061-722-7275,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,34.934286317303794,127.5469695659124

울산광역시 중구 번영로 580,C,0,병영오거리 경남은행 옆 건물,권이비인후과의원,052-298-7575,,1800,0900,1800,0900,1800,0900,,,1800,0900,1200,0900,,,1200,0900,35.56859676611667,129.34538254645162

"대구광역시 북구 내곡로 38, 302호 (사수동)",C,0,,상쾌한이비인후과의원,053-325-2238,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,1300,0900,35.89898902678124,128.5098986331961

"경기도 의왕시 포일로 26 (내손동, 건형상가)",C,0,,박동우이비인후과의원,031-425-4812,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,37.38871033228634,126.97599724821803

서울특별시 강남구 봉은사로 205,C,0,,김성민이비인후과의원,02-541-5252,,1830,0940,1830,0940,1830,0940,1830,0940,1830,0940,1330,0940,,,,,37.50773711780102,127.03447453360418

대구광역시 달성군 현풍면 테크노상업로 20,C,0,,참이비인후과의원,053-616-8119,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.690978153337184,128.45343834249837

서울특별시 강동구 올림픽로 779,C,0,암사역 4번출구 인근지역 건물,김이비인후과의원,02-485-6094,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.550749264076245,127.1274881883598

광주광역시 동구 동계천로 74 (장동),C,0,대인시장입구 건너편,허준이비인후과의원,062-222-8222,,1830,0800,1900,0800,1900,0800,1900,0800,1830,0800,1400,0800,,,1230,0800,35.15299895717978,126.91926253081118

대구광역시 달서구 월배로 324,C,0,,탑이비인후과의원,053-624-7581,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1530,0900,,,,,35.82440432863206,128.5463514763759

부산광역시 연제구 반송로 5  (연산동),C,0,"1,3호선 연산역 14번출구",하정환이비인후과의원,051-851-0088,,1700,0940,1700,0940,1700,0940,1700,0940,1700,0940,1330,0940,,,,,35.18675086657631,129.08208959263675

"전라북도 군산시 월명로 250, 2층 (수송동)",C,0,수송동롯데마트옆 허기석피부과3층,상쾌한이비인후과의원,063-462-6800,,1800,0900,1800,0900,,,1800,0900,1800,0900,1200,0900,,,,,35.96636932090849,126.71609744047674

서울특별시 강남구 삼성로 233,C,0,,윤치훈이비인후과의원,02-567-4567,,1730,0900,1730,0900,1730,0900,,,1730,0900,1200,0900,,,,,37.498024821410226,127.06093684831613

전라남도 해남군 해남읍 해남로 7,C,0,해남버스터미널정문맞은편2층,오이비인후과의원,061-532-7000,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,34.57113788719728,126.60781692426848

경기도 의정부시 평화로 375,C,0,,김종규이비인후과의원,031-872-8771,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,1500,1100,1500,1100,37.7251644657541,127.04805973843872

경기도 군포시 광정로 25-57,C,0,,미소이비인후과의원,031-398-8275,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1600,0900,,,,,37.35410222389933,126.93105943297883

"서울특별시 강남구 선릉로 703, HS TOWER 2층 (논현동)",C,0,,강남연세이비인후과의원,02-511-5075,,1800,0900,,,,,,,,,,,,,,,37.5176947984,127.0407535466

"부산광역시 금정구 부곡로 10, 5층 (부곡동, 라이프빌딩)",C,0,1호선 온천장역 2번출구/라이프빌딩 5층,김경택이비인후과의원,051-582-8861,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400,0900,,,,,35.217650106936965,129.08705765305692

"부산광역시 부산진구 대학로 12, 3층 (가야동)",C,0,2호선 동의대역 1번 출구 ,김재욱이비인후과의원,051-895-0220,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1330,0900,,,1300,0900,35.15435308973153,129.0370932183287

"충청북도 청주시 흥덕구 대농로 47, 204호 (복대동)",C,0,흥복드림몰 4층,이솜이비인후과의원,043-234-5079,,1900,0900,1900,1300,1900,0900,1900,0900,1900,0900,1300,0900,,,,,36.64233769236793,127.42761540358215

"서울특별시 동대문구 왕산로 171, 4층 (제기동)",C,0,청량리역 1번 출구,서울수이비인후과의원,02-966-5075,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,37.5794848121,127.0421004343

전라북도 정읍시 충정로 324 (연지동),C,0,잔다리목 전화국삼거리,김완길이비인후과의원,063-533-2345,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.574227777777779,126.848786111111110

서울특별시 강남구 강남대로 378,C,0,강남역 3번출구/,강남코모키이비인후과의원,02-508-0075,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.496731955928254,127.02884717130587

경기도 구리시 경춘로 226 (수택동),C,0,,김찬규이비인후과의원,031-563-8203,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1500,0930,,,,,37.60050263665891,127.14057352142583

서울특별시 강북구 도봉로 353-1 (수유동),C,0,스위스 안경점 2층,김주영이비인후과의원,02-903-0535,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1500,1000,,,,,37.639245876257014,127.02655335320665

"경기도 안산시 단원구 선부로 185, 201호 (선부동, 대흥빌딩)",C,0,,연세이비인후과의원,031-414-8811,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,1300,0900,37.341983333333332,126.815624999999997

"전라북도 군산시 하나운로 69, (나운동)",C,0,나운동신한은행 맞은편,군산이비인후과의원,063-463-9933,,1800,0830,1800,0830,1800,0830,1800,1400,1800,0830,1300,0830,,,1300,0830,35.964713888888888,126.701730555555557

서울특별시 동대문구 이문로 129 (이문동),C,0,외대앞역. 이마트건너편,방이비인후과의원,02-964-0133,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,1300,0900,1300,0900,37.598265398523914,127.06117046766178

경기도 수원시 권선구 금호로246번길 6 (탑동),C,0,,상쾌한이비인후과의원,031-291-5075,,1850,0900,1850,0900,1850,0900,1850,1400,1850,0900,1450,0900,,,,,37.275316546674915,126.9757329974102

"경기도 의왕시 포일세거리로 3 (포일동, 파레사타워 405호 )",C,0,,서울성모이비인후과의원,031-426-8115,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1330,0900,,,,,37.39599204607761,126.98474047060584

제주특별자치도 서귀포시 월드컵로 8 (강정동),C,0,,서울삼성이비인후과의원,064-739-1146,,2000,0830,1900,0830,1900,0830,2000,0830,1900,0830,1400,0830,,,,,33.248992632,126.5073221055

"서울특별시 중구 무교로 32, 402호 (무교동,효령빌딩)",C,0,씨티은행 본점 옆,미래이비인후과의원,02-778-9275,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,,,,,,,37.56878177731797,126.97956432297326

"서울특별시 마포구 월드컵로 75, 2층 (망원동)",C,0,망원역 2번 출구 ,열린성모이비인후과의원,02-335-7585,,1830,0900,1830,0900,1830,0900,1830,1400,1830,0900,1400,0900,,,,,37.5556322029,126.9101537214

부산광역시 부산진구 동평로 362 (양정동),C,0,양정1동 주민센터 맞은편 ,우리이비인후과의원,051-863-0121,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1200,0900,,,1200,0900,35.174591666666664,129.064669444444434

"인천광역시 남동구 인하로 616, 205호 (구월동)",C,0,,서울유앤이비인후과의원,032-472-8275,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.442784, 126.715082

"광주광역시 서구 화개1로 75, 2층 (금호동)",C,0,금호동 종원펠리스빌 입구 텃밭마트 2층. 만호초등학교 건너편,상무이비인후과의원,062-383-8012,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,1300,0900,35.13056828072471,126.85487854199976

경기도 수원시 팔달구 권광로 187,C,0,대성빌딩,서울이비인후과의원,031-222-5075,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.264160498882546,127.0324786454542

대구광역시 달서구 이곡공원로 42,C,0,,신상근이비인후과의원,053-593-1192,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,35.855071742567375,128.51209096761426

"경기도 구리시 경춘로 249, 407,408호 (인창동, 동원빌딩)",C,0,,두리이비인후과의원,031-566-5075,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1600,0900,,,,,37.60208583129577,127.14269642581098

"대구광역시 북구 매전로 78, 2층 (태전동)",C,0,,조은이비인후과의원,053-314-7577,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,1300,0900,35.912641107962784,128.5468867402916

충청북도 제천시 독순로 79  (중앙로2가),C,0,,코코이비인후과의원,043-642-2277,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.13875891022069,128.2118559091064

"서울특별시 중구 중림로2길 6, 2~3층 (중림동)",C,0,"충정로역 5,6번 출구",충정로수이비인후과의원,02-363-3788,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.5588575012,126.9635565183

경상남도 통영시 해미당5길 25-25 (북신동),C,0,송림데파트,장이비인후과의원,055-646-4795,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,34.85412321157569,128.42922936191246

"경기도 양평군 양평읍 시민로 34, 2층",C,0,,좋은이비인후과의원,031-772-7582,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1430,0830,,,,,37.490037329507395,127.49544946345355

"경기도 안산시 단원구 라성로 43, 벽산블루밍아파트 402,403,404,404-1,216호 (원곡동)",C,0,,맑은샘이비인후과의원,031-401-3175,,1930,0900,1930,0900,1930,0900,1930,0900,1930,0900,1400,0900,,,,,37.32731024758785,126.80004900919101

경기도 연천군 전곡읍 온골로 61,C,0,,홍이비인후과의원,031-833-5485,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,38.02633602774435,127.0676842373536

경기도 구리시 건원대로34번길 25,C,0,,박항이비인후과의원,031-557-1555,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,,,37.60458696371935,127.1417302279351

"서울특별시 마포구 신촌로 190, 3,4층 (염리동, 대연빌딩)",C,0,,신촌연세이비인후과이대점의원,02-332-0967,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.5566094175,126.9467081032

"부산광역시 금정구 부산대학로38번길 8, 2,3층 (장전동)",C,0,1호선 부산대역 3번출구,수이비인후과의원,051-583-7585,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,,,,,,,35.2315077025632,129.08738629254435

경기도 용인시 수지구 성복2로 51  (성복동),C,0,,편한이비인후과의원,031-898-2789,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,37.31308368851853,127.07825367767225

"서울특별시 강동구 고덕로 391, 5층 (고덕동)",C,0,상일역 2번출구/,본이비인후과의원,02-481-0375,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.55722492457705,127.1689808290935

대구광역시 중구 국채보상로 548,C,0,,경북이비인후과의원,053-257-7878,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.8702867637466,128.59058872699103

대구광역시 달서구 계대동문로 116,C,0,,신세계이비인후과의원,053-583-0069,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,1300,0900,35.85506057731035,128.50522327719096

"경기도 안산시 단원구 초지로 100, 303호 (초지동, 세종프라자)",C,0,,정이비인후과의원,031-401-8085,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.307791666666667,126.815163888888890

"경상북도 포항시 북구 중흥로 338, (죽도동)",C,0,,최진교이비인후과의원,054-273-8275,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,1300,0900,36.031919444444448,129.365644444444456

경상북도 포항시 북구 중흥로 345,C,0,,김응천이비인후과의원,054-282-1460,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,36.03264195127033,129.36543201242122

서울특별시 강북구 삼양로 434 (수유동),C,0,우이초등교앞 교차로 우이볼링센터 방향,이이비인후과의원,02-996-1441,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1500,0930,,,,,37.642287365401664,127.0167918173208

대구광역시 달성군 유가면 테크노상업로 108,C,0,,예일이비인후과의원,053-290-3900,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400,0930,,,1200,0900,35.6932457781,128.4611367664

부산광역시 금정구 구서로 23 (구서동),C,0,,영이비인후과의원,051-513-1050,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,35.24660936315789,129.08852040845687

대구광역시 북구 복현로 71,C,0,,영이비인후과의원,053-956-2323,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,1300,0900,35.89882686136642,128.62219227834407

부산광역시 금정구 금강로 206-16 (장전동),C,0,버스정류장: 금강교차로,이진우이비인후과의원,051-517-0112,,1900,0830,1900,0830,1900,0830,1900,0830,1900,0830,1400,0900,,,,,35.22651359483724,129.08330472811204

대전광역시 중구 동서대로 1403 (목동),C,0,목동사거리 한사랑아파트 맞은편,박이비인후과의원,042-255-3333,,1900,0830,1900,0830,1900,0830,,,1900,0830,1600,0830,,,,,36.33403260606044,127.41225035547761

"부산광역시 부산진구 중앙대로 767, 4층 (부전동)",C,0,1호선 부전역 1번 출구,핑이비인후과의원,051-711-7875,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,35.1609015171,129.0612410633

"부산광역시 서구 구덕로 312, 2층 (동대신동2가)",C,0,1호선 동대신역 1번 출구 ,김도현이비인후과의원,051-255-8275,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,35.1117076269,129.01718189940118

"대전광역시 중구 계백로1565번길 68, 3층 (유천동)",C,0,,연합이비인후과의원,042-521-2233,,1830,0900,1830,0900,1830,0900,1830,1400,1830,0900,1500,0900,,,,,36.320633333333333,127.393083333333337

"경기도 구리시 갈매중앙로 91, 3층 4호 (갈매동, 한덕프라자)",C,0,,열린성모이비인후과의원,031-527-0108,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1400,0830,1300,0900,,,37.6327398611,127.1176181472

서울특별시 중구 퇴계로 213,C,0,"충무로역 8번 출구,일흥빌딩302호",서울이비인후과의원,02-2272-8275,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.56194894232993,126.99563160326181

대구광역시 달서구 조암남로 41,C,0,,상쾌한이비인후과의원,053-634-5118,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,35.82144440431566,128.52862597251365

서울특별시 강동구 양재대로 1579 2층 (천호동),C,0,굽은다리역 2번 출구,강동하나이비인후과의원,02-441-7770,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.54656280203338,127.14283947274755

"광주광역시 서구 풍암2로 14, 2층 (풍암동)",C,0,우미광장 106동 맞은편 로뎀빌딩 2층,풍암이비인후과의원,062-681-5075,,1830,0900,1830,0900,1830,0900,1230,0900,1830,0900,1330,0900,,,,,35.12640426425599,126.87984652963084

서울특별시 강남구 테헤란로87길 13 (삼성동) ,C,0,삼성역 5번 출구 도심공항 건너편 ,코모키이비인후과의원,02-561-7582,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.508634008494326,127.05859169180505

경기도 용인시 수지구 신봉2로 3,C,0,,수지서울이비인후과의원,031-265-9900,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.32332712535323,127.07737504360935

"서울특별시 중구 서소문로 130, 3층 (서소문동, 대양빌딩)",C,0,시청역 9번출구 인근 /삼성생명 본사 뒷편,임이비인후과의원,02-752-0788,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,,,,,,,37.5634160283,126.9755247866

서울특별시 강남구 선릉로 227  (도곡동),C,0,분당선 한티역 근처/,이이비인후과의원,02-3461-8404,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1400,1000,,,,,37.495830208205525,127.05277055936605

경기도 의정부시 용민로 77,C,0,,한마음연세이비인후과의원,031-853-9300,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1530,0900,,,,,37.73769513921714,127.08664486951645

제주특별자치도 제주시 한림읍 명랑로 6,C,0,제주은행 사거리 남측,한림이비인후과의원,064-796-5535,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,33.41465376676777,126.265499219042

"서울특별시 강북구 도봉로 255, 나라빌딩 2,7층 (수유동)",C,0,미아역에서 수유방향 5분거리/ 수유재래시장입구/ 수유프라자 옆건물,보아스이비인후과의원,02-980-1530,,1830,0900,1830,0900,1830,0900,1830,1400,1830,0900,1300,0900,,,,,37.631149747913156,127.02390261676396

경기도 여주시 여흥로109번길 15 (창동),C,0,,서울이비인후과의원,031-885-7600,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1330,0900,,,,,37.297078160639565,127.6358835189847

대전광역시 유성구 도안대로 511-12,C,0,도안4단지아파트 옆,도안이비인후과의원,042-826-5055,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,36.34596873366568,127.33941961493692

"광주광역시 동구 충장로 60, (충장로4가)",C,0,충파 옆건물 2층,조이비인후과의원,062-222-6961,,1720,0900,1720,0900,1720,0900,1720,0900,1720,0900,1400,0900,,,,,35.14928163855816,126.91451524376795

경상남도 사천시 사천읍 읍내1길 60,C,0,사천시외버스터미널 뒤,송이비인후과의원,055-855-7300,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,35.0825088448848,128.08705177885227

경기도 의정부시 태평로 110,C,0,,현대이비인후과의원,031-840-0770,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,,,37.7423460698021,127.05185539690603

경기도 의왕시 계원대학로 2  (내손동),C,0,,권이비인후과의원,031-423-7733,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1330,0930,,,,,37.37978046005383,126.97164163365906

대전광역시 유성구 계룡로 50 (봉명동),C,0,유성시외버스터미널 근처,이성구이비인후과의원,042-823-0555,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1230,0900,,,,,36.35494546153466,127.33652238831601

경상남도 고성군 고성읍 중앙로43번길 29,C,0,신협근처,이상흠이비인후과의원,055-674-7993,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,,,,,,,34.97526105046732,128.32500277819415

"경기도 의정부시 추동로 15, 301호 (신곡동, 대명프라자)",C,0,,새하늘이비인후과의원,031-845-5075,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,1300,0900,37.7432612650352,127.0577902156578

"경기도 안산시 단원구 고잔로 88, 606호 (고잔동)",C,0,,굿이비인후과의원,031-439-5075,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.318747803944106,126.83600855374367

"부산광역시 기장군 정관면 정관4로 38, 201호 (금샘프라자1)",C,0,버스정류장: 정관신도시 계룡리슈빌 아파트앞,수이비인후과의원,051-727-0575,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,35.326090601284676,129.17095826156674

경기도 용인시 수지구 광교마을로 54,C,0,,광교서울이비인후과의원,031-262-8200,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,37.29816381926366,127.07051043266105

"부산광역시 사하구 다대로 636, (다대동)",C,0,,김연기이비인후과의원,051-262-4462,,1830,0830,2100,1300,1830,0830,2100,1300,1830,0830,1300,0830,,,,,35.049713888888888,128.969938888888890

"서울특별시 마포구 도화길 32, 407호 (도화동, 삼성아파트상가동)",C,0,마포역과 공덕역 사이,서울이비인후과의원,02-716-5075,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400,0900,,,,,37.54085402134723,126.94959336167302

부산광역시 사하구 다대로 616,C,0,버스정류장:CM코리아 ,한가족이비인후과의원,051-600-3887,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,1300,0900,35.05165898402434,128.97053234662457

"서울특별시 강남구 학동로 215, CL타워 4층 405-407호 (논현동)",C,0,,연세이롬이비인후과의원,02-547-2522,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.51487539604599,127.03256722497542

"전라남도 강진군 강진읍 영랑로 36, 백산빌딩 1층",C,0,농협 근처,강진이비인후과의원,061-433-9133,,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,1200,0830,,,,,34.63885096742745,126.76834364014171

"경기도 군포시 산본로323번길 20-17, 302～305호 (산본동, 거성빌딩2차)",C,0,,연세코웰이비인후과의원,031-399-0015,,1840,0900,1840,0900,1840,0900,1840,0900,1840,0900,1520,0900,,,,,37.35926886587829,126.93120306946657

"서울특별시 마포구 마포대로 195 (아현동, 마포래미안푸르지오상가 4-206, 207)",C,0,,푸른성모이비인후과의원,02-365-2580,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,37.5517906144466,126.95360221184684

광주광역시 서구 풍금로171번길 2,C,0,서구문화센터 건너편,하나이비인후과의원,062-682-0001,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500,0900,,,1200,0900,35.13138294953048,126.85923769257028

"서울특별시 마포구 마포대로 68, 206~210-1호 (도화동, 마포아크로타워)",C,0,,코이젠이비인후과의원,02-2135-8808,,1930,0900,1930,0900,1930,0900,1930,0900,1930,0900,1430,0900,,,,,37.5413330809,126.9489593879

대전광역시 유성구 테크노4로 141 (관평동),C,0,관평동 국민은행 건물 6층,푸른이비인후과의원,042-671-7575,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300,0900,,,,,36.422244383835896,127.38778871513581

"서울특별시 동대문구 장한로 22, 2층 (장안동)",C,0,,조이비인후과의원,02-2245-1476,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300,0930,,,,,37.56322345696481,127.06610918232357

대구광역시 달성군 다사읍 달구벌대로 878,C,0,,상쾌한이비인후과의원,053-587-7790,,1850,0900,1850,0900,1850,0900,1850,0900,1850,0900,1500,0900,,,1300,0900,35.85774509490228,128.46472291523853

