주소,분류,응급여부,간이약도,이름,Tel,Tel_E,월close,월open,화close,화open,수close,수open,목close,목open,금close,금open,토close,토open,일close,일open,공close,공open,위도,경도

서울특별시 종로구 종로 190  (종로4가),G,0,,원화당한의원,02-2267-3223,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1700,0900,,,1700,0900,37.570576066444346,126.99880919616453

서울특별시 마포구 숭문길 220 (염리동),G,0,,명성한의원,02-715-7665,,1730,0930,1730,0930,1730,0930,1730,0930,1730,0930,1300,0930,,,1300,0930,37.556241780042825,126.94664046027292

전라남도 무안군 해제면 봉대로 24,G,0,무안군 해제면 중앙로타리(구 양간다리)에 위치,해제한의원,061-453-4789,,1700,0800,1700,0800,1700,0800,1700,0800,1700,0800,1300,0800,,,1300,0800,35.114591628511356,126.29409023501397

"대전광역시 대덕구 석봉로37번길 62, 1층 (석봉동)",G,0,,석봉한의원,042-932-5811,,1800,0800,2000,0800,1800,0800,2000,0800,1800,0800,1400,0800,,,,,36.4502327113,127.4263622693

대구광역시 중구 달구벌대로 2109 (덕산동),G,0,,깨끗안한의원대구반월당점,053-622-3075,,2030,1100,2030,1100,2030,1100,2030,1100,2030,1100,1500,1000,,,,,35.86570953041569,128.59462894268685

"서울특별시 강동구 올림픽로 620, 3층 301호 (성내동)",G,0,천호역 8번 출구 인근,아이조아패밀리한의원,02-471-7533,,2100,1030,1900,1030,2100,1030,1900,1030,2100,1030,1500,1000,,,,,37.5367821239,127.1231335734

경기도 평택시 안청로 346 (청북면) ,G,0,,경희하늘한의원,031-681-8575,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.01870380962015,126.91552746723619

"서울특별시 강남구 언주로 841 (신사동, 석정빌딩 3층)",G,0,,금단비가한의원,02-516-1775,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,,,,,,,37.52555925472303,127.03289406477397

"서울특별시 강동구 올림픽로 769, 3층 (암사동, 삼정빌딩)",G,0,암사역 3번 출구,자황한의원,02-441-4575,,1900,0930,2100,0930,2100,0930,1900,0930,2100,0930,1500,0930,,,,,37.5499648561,127.1271794039

"경상남도 창원시 진해구 남영로 48, 일등프라자 3층 301호 (남문동)",G,0,,남문한의원,055-545-8575,,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1400,1000,,,,,35.10561102139999,128.75106118580047

대구광역시 달서구 용산로 230 (용산동),G,0,,가온한의원,053-568-1275,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,35.85803160681758,128.5308551408402

"부산광역시 기장군 정관읍 달산2길 6, 1층",G,0,,행복나무한의원,051-00-0000,,1600,1000,1600,1000,1600,1000,1600,1000,1600,1000,,,,,,,35.3182904007,129.1813268736

서울특별시 강남구 논현로164길 6 (신사동),G,0,,석전한의원,02-2231-8912,,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1630,1000,,,,,37.5235944675,127.0288559823

"제주특별자치도 제주시 중앙로 218 (이도이동, 남광빌딩)",G,0,,효성한의원,064-758-0090,,2000,0800,2000,0800,2000,0800,2000,0800,2000,0800,1700,0800,1300,1000,1300,1000,33.500009810463155,126.52929220976837

경상북도 구미시 고아읍 문장로 219,G,0,,깨끗안한의원,054-453-3075,,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1500,1000,,,,,36.15260968261555,128.32911182544728

경상북도 포항시 북구 천마로 74 (양덕동),G,0,하나은행 2층,당신애(愛)한의원,054-255-1035,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,36.0831917582,129.3971354256

"전라남도 여수시 무선로 6, 1층 101-2호 (학동, 이레타운)",G,0,,경희인한의원,061-692-8275,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1400,0900,,,,,34.76135281394974,127.65636208869161

"대구광역시 달서구 월배로24길 62, 1층 (진천동)",G,0,,삼대한의원,053-635-7768,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1700,0900,,,,,35.81251709821326,128.52883225697835

"경상북도 안동시 대안로 173, 2층 (남부동, 동남새마을금고)",G,0,,태화당한의원,054-857-6015,,1600,1000,1600,1000,1600,1000,1600,1000,1600,1000,,,,,,,36.56421125258765,128.73173911656443

대전광역시 중구 서문로 133 (문화동),G,0,BMK웨딩홀 건물 2층,코비한의원,042-472-7585,,,,1900,1000,2130,1400,1900,1000,1900,1000,1800,1000,,,1400,1000,36.31983198404643,127.40508053198738

"광주광역시 서구 상무대로 1075, 지하1~1층 (화정동)",G,0,"화정역 4번출구 인근,",광후당한의원,062-367-9999,,2000,0900,1700,0900,2000,0900,1700,0900,2000,0900,1300,0900,,,,,35.152408208131945,126.87750242722853

부산광역시 부산진구 서면로 25 (부전동),G,0,"1,2호선 서면역 7번출구/삼한골든뷰 7층",프리허그한의원,051-806-8259,,2100,1000,1900,1000,,,2100,1000,1900,1000,1700,1000,,,,,35.1513632891173,129.05713777787653

"대전광역시 유성구 은구비남로33번길 61, 2층 (지족동)",G,0,,바른한의원,042-825-8500,,2000,1000,2000,1000,2000,1000,2000,1400,2000,1000,1400,1000,1400,1000,,,36.37511461942247,127.3191311379422

"서울특별시 강북구 솔매로 60, 2층 (미아동)",G,0,,강북삼성한의원,02-988-1075,,1900,0900,2000,0900,1900,0900,2000,0900,1900,0900,1500,0900,,,,,37.62478541058753,127.01883593210583

경상남도 함양군 함양읍 함양로 1151,G,0,동문네거리-교육청 사이,대원한의원,055-963-3424,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1330,0900,,,1330,0900,35.521612264168496,127.72744050243142

전라남도 화순군 화순읍 서양로 336-3,E,0,,은산한방병원,061-371-6666,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,35.0618951349,127.0010962583

"서울특별시 종로구 종로 78, 502호 (종로2가, 미려빌딩)",G,0,,일맥한의원리영의원,02-722-1855,,2100,1030,2100,1030,2100,1030,2100,1030,2100,1030,1530,1030,,,,,37.5698796828,126.9860407689

전라북도 고창군 고창읍 보릿골로 114,G,0,,인술명인한의원,063-564-9666,,1800,0800,1800,0800,1800,0800,1800,0800,1800,0800,1300,0800,,,,,35.43550922795688,126.69572915055704

"경상북도 안동시 풍산읍 풍산중앙길 132, 2층 (서안동새마을금고 풍산지점)",G,0,,풍산한의원,054-858-3733,,1800,0800,1800,0800,1800,0800,1800,0800,1800,0800,1400,0800,,,,,36.57855929041054,128.57491835584423

"경기도 군포시 금산로 100, 201,202호 (산본동)",G,0,,장경한의원,031-395-1075,,1900,0930,1900,0930,1900,0930,1900,0930,1600,0930,1600,0930,,,,,37.37090423749316,126.93679093501467

"서울특별시 금천구 시흥대로 214, 403호 (시흥동, 시흥메드위즈빌딩)",G,0,비즈메드(403호),평강한의원,02-805-2669,,,,1800,0900,1800,0900,1800,1400,1800,0900,1600,0900,,,,,37.45304424491595,126.90171426707502

경상북도 구미시 해평면 강동로 1660-1,G,0,,해평한의원,054-474-6298,,1830,0800,1830,0800,1830,0800,1830,0800,1830,0800,1600,0800,,,,,36.19858096864878,128.39165756747513

전라남도 강진군 강진읍 보은로2길 30,G,0,하나로마트 근처,예당한의원,061-434-7582,,1800,0800,1800,0800,1800,0800,1800,0800,1800,0800,1230,0800,,,1300,0800,34.63932730081203,126.77044948037184

"서울특별시 강남구 삼성로 402, 지하2층일부, 2~7층 (대치동)",E,0,,강남위담한방병원,02-6204-1800,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1600,1000,,,,,37.5033684132,127.058836385

"경기도 평택시 안중읍 안중로 121-1, 1층",G,0,,장수한의원,031-682-2010,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,36.98890645694954,126.93009012310094

"서울특별시 강동구 천호옛길 88, 2층 (성내동)",G,0,천호역 6번 출구 롯데시네마 맞은편,채움과비움한의원,02-426-5875,,2100,1000,1900,1000,,,1900,1000,2100,1000,1600,1000,,,,,37.5364837579,127.1258259249

"부산광역시 부산진구 당감로 61 (당감동, 3층)",G,0,버스정류장: 화승삼성아파트,당감한의원,051-803-0316,,1830,0910,1830,0910,1830,0910,1830,0910,1830,0910,1400,0900,,,,,35.16712319363404,129.03866257792373

"전라북도 군산시 나운로 67, 201호 (나운동)",G,0,,경희로운한의원,063-468-0419,,2100,0930,1900,0930,2100,0930,1900,0930,2100,0930,1400,0930,,,,,35.966699917106574,126.70045356176678

"서울특별시 강남구 테헤란로 111, 대건빌딩 신관 5층 (역삼동)",G,0,강남역 12번 출구,여우한의원,02-6925-6425,,2000,1000,2000,1000,2000,1000,,,2000,1000,1500,1000,,,,,37.498881615,127.02928072770001

"서울특별시 강동구 구천면로 428, 2층 6호 (명일동, 센트로빌)",G,0,,참사랑경희한의원,02-426-0098,,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600,1000,,,,,37.550137481282256,127.14617337279472

부산광역시 금정구 중앙대로 2039 (남산동),G,0,1호선 남산역 7번출구,송광한의원,051-515-5673,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1700,0900,,,1300,0900,35.26616580510012,129.0923889508022

"서울특별시 동대문구 망우로 74, 2층 (휘경동)",G,0,,정지은한의원,02-3394-7018,,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,1500,0900,1500,0900,37.58959992610813,127.06136797486634

"경기도 수원시 팔달구 효원로 257 (인계동, 홈플러스 동수원점)",G,0,,해아림한의원,031-232-9775,,1930,1000,1930,1000,2100,1000,,,1930,1000,1800,1000,,,,,37.2627553681,127.0301315214

대구광역시 달성군 화원읍 비슬로 2620,G,0,,명성한의원,053-632-4416,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,35.804947122866984,128.5032001900674

경기도 안산시 상록구 본오로 133 202호,G,0,,중화당한의원,031-419-9944,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1400,1000,,,,,37.2971827822,126.8663765479

"전라남도 영광군 영광읍 신남로 168, 2층",G,0,,골든벨유담한의원,061-351-7775,,1730,0800,1730,0800,1730,0800,1730,0800,1730,0800,1400,0800,,,,,35.2757222158,126.5004203104

"서울특별시 중구 을지로 56, 2,3,4층 (을지로2가)",G,0,을지로입구역 5번 출구,미앤네이처한의원명동점,02-3789-6644,,2000,1100,2100,1100,2000,1100,2100,1400,2000,1100,1600,1000,,,,,37.5659186441,126.9839814646

"대구광역시 달서구 월배로 169, 3층 (진천동)",G,0,,보명한의원,053-635-1188,,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1300,1000,,,,,35.81730995184015,128.532331940706

경기도 평택시 평택2로 37 (평택동),G,0,,늘푸른경희한의원,031-653-3657,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,36.99415364214468,127.0899833629455

경상북도 포항시 남구 오천읍 원동로 3  ,G,0,,서한의원,054-292-9556,,1600,1000,1600,1000,1600,1000,1600,1000,1600,1000,1300,0900,,,,,35.963462213,129.4026904695

"제주특별자치도 제주시 1100로 3328, 2층 (노형동, 정원빌딩)",G,0,,호박한의원,064-756-1075,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,33.48327442933962,126.4810777105292

"경기도 평택시 평남로 717, 2층 (비전동, 트윈플라자)",G,0,,함소아한의원,031-658-1065,,1800,1000,1800,1000,1800,1000,2000,1000,1800,1000,1700,0930,,,1700,0930,36.994743082815226,127.11371206928831

서울특별시 마포구 망원로 75 (망원동),G,0,,오중한한의원,02-335-7075,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,1300,0900,37.55754928356222,126.90523503253652

"부산광역시 중구 고가길 14, (보수동1가)",G,0,버스정류장: 보수동우체국,대인당한의원,051-256-3333,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500,0900,,,1500,0900,35.103322222222225,129.02458888889134

서울특별시 동대문구 고산자로 445-1 (제기동),G,0,,경희당한의원,02-968-4529,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,37.57953435848447,127.03794770149727

"경기도 구리시 경춘로 253, 다우스퀘어 403호 (인창동)",G,0,,헤브론한의원,031-557-8855,,1830,0830,1300,0830,1830,0830,1300,0830,1830,0830,1530,0830,,,,,37.60161499593533,127.14163104073239

서울특별시 강북구 월계로7길 67 (미아동),G,0,,용한의원,02-980-5570,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1630,0900,,,1630,0900,37.61311599068908,127.03410961139825

충청남도 예산군 고덕면 대천2길  5,G,0,,세일한의원,041-337-8106,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,36.7453987147852,126.70350815831428

전라북도 부안군 변산면 격포로  154,G,0,격포마트 맞은편,격포한의원,063-583-3375,,1800,0800,1800,0800,1800,0800,1800,0800,1800,0800,1300,0800,,,,,35.628052023363495,126.47359022500493

"대구광역시 북구 대현로 83, 3층 (대현동)",G,0,,소들한의원,053-943-6005,,1600,1000,1600,1000,1600,1000,1600,1000,1600,1000,,,,,,,35.88308581662517,128.60843269529323

"서울특별시 강남구 언주로 314, 3층 305호 (역삼동, 강남프라자)",G,0,,도듬의료소비자생활협동조합도듬한의원,02-562-1032,,2100,0930,2100,0930,2100,0930,2100,0930,2100,0930,1700,0930,1700,0930,1700,0930,37.4958919676,127.046477287

"경기도 용인시 수지구 동천로 62, 203호 (동천동, 센트럴상가)",G,0,,경희맑은솔한의원,031-263-6777,,1900,1000,1900,1000,1900,1000,,,,,1700,1000,,,,,37.3403101356,127.0962066459

서울특별시 강동구 천호옛12길 57 (성내동),G,0,,일신한의원,02-485-3375,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1700,0900,,,1700,0900,37.53489590575347,127.12776932386893

"경기도 안산시 상록구 광덕1로 366, 201~202호 (이동, 로진메디칼)",G,0,,로진경희한의원,031-416-7575,,1900,0930,1900,0930,2100,0930,1900,0930,1900,0930,1600,0930,,,1600,0930,37.30735991956268,126.8505168750234

"서울특별시 마포구 월드컵로13길 70, 2층 (망원동)",G,0,,경희손한의원,02-441-8111,,1800,0800,2000,0800,1800,0800,2000,0800,1800,0800,1400,0800,,,,,37.555283254709096,126.90633794434224

"전라남도 완도군 완도읍 개포로62번길 33, 2층 (금화상사, 아트피아)",G,0,,거북이한의원,061-555-7575,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,34.3182159394,126.7478546507

"대전광역시 유성구 도안대로 511-13, 202호 (상대동)",G,0,"유성온천역 3번 출구 목원대방향 사거리,트리플시티 5블럭 바로 옆",도안한의원,042-824-1122,,1900,0930,2030,0930,1900,0930,2030,0930,1900,0930,1400,0930,,,,,36.34566280127538,127.3392718038561

"서울특별시 강동구 풍성로56길 15, 1층 101호 (성내동, 동일상가아파트)",G,0,,시온부부한의원,02-485-1075,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500,0900,,,,,37.5283861752,127.1350620258

"부산광역시 연제구 거제천로 246, 3층 (연산동)",G,0,,동백한의원,051-851-8118,,2000,0930,1900,0930,1700,0930,2000,0930,1900,0930,1600,0930,,,,,35.19196198724941,129.08380952239165

경상북도 군위군 군위읍 중앙길 116,G,0,,군위한의원,054-382-0177,,1900,0900,1700,0900,1900,0900,1900,0900,1900,0900,1700,0900,,,1300,0900,36.23848282607275,128.56777061987952

경상남도 창원시 진해구 충장로 325,G,0,경화파출소,세중당한의원,055-543-0861,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,35.15375373729968,128.6877946265162

"부산광역시 연제구 반송로 9, 2층 (연산동)",G,0,1호선 연산역 14번 출구,해맑은한의원,051-865-8899,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,35.18672308094522,129.08223816876702

"부산광역시 연제구 거제천로 100 1,2층 (연산동)",G,0,버스정류장:부산시교육연수원,청담한의원,051-864-7577,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1500,0930,,,,,35.18290088816929,129.0739084799773

부산광역시 사하구 낙동대로 230 (괴정동),G,0,1호선 괴정역 1번출구,선하한의원,051-293-9675,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1500,0930,,,,,35.1000194902,128.9917830813

"대전광역시 유성구 유성대로935번길 50, 테크노동 지하1층 (죽동, 한국타이어중앙연구소)",G,0,,한타보경한의원,042-724-1000,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,36.37971940839999,127.3382026829

"인천광역시 서구 가정로 208, (석남동)",G,0,거북시장 농협 맞은편 2층,중국홍원한의원,032-583-1688,,1900,0930,1900,0930,2000,0930,1900,0930,1900,0930,1400,0930,,,,,37.5032999018289,126.67235978055063

"대전광역시 중구 보문로 229 (대흥동,1,2층)",G,0,,성화한의원,042-256-0161,,1500,0900,1500,0900,1500,0900,,,1500,0900,1200,0900,,,1200,0900,36.32310555555554,127.4225

"부산광역시 부산진구 서전로 7, 4층 (부전동)",G,0,"`,2호선 서면역 8번 출구",빙빙한의원,051-714-2502,,1900,0930,2100,0930,1900,0930,,,1500,0930,1500,0930,,,,,35.15793265438359,129.06052531359128

"서울특별시 강북구 도봉로 79, 1층 (미아동)",G,0,,생명나무한의원,02-980-4411,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1500,0930,,,,,37.6163067269,127.02953059000001

부산광역시 부산진구 복지로 18 (개금동),G,0,2호선 개금역 5번출구,한동한의원,051-891-4444,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1600,0930,,,,,35.15159166666667,129.01998055555677

"경기도 안산시 단원구 광덕4로 220 (고잔동, 밀레니엄프라자 310,311,312호)",G,0,밀레니엄프라자3층,의료법인편강의료재단편강한의원,031-487-7773,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1600,0900,,,,,37.31458385903629,126.83715692523762

"충청북도 청주시 흥덕구 복대로 161, 가동 2층 201호 (복대동, 형석상가)",G,0,,본디올혜강부부한의원,043-234-0193,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,36.63030778210031,127.44071276079765

대구광역시 중구 종로 51-1 (종로1가),G,0,,이홍철한의원,053-252-2775,,1800,0900,1900,0900,1800,0900,1900,0900,1800,0900,1300,0900,,,,,35.86987707479686,128.59069962528505

강원도 홍천군 홍천읍 꽃뫼로 104,G,0,홍천교육청 맞은편,한빛한의원,033-433-0303,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1500,0830,,,1300,0900,37.6912618896721,127.88517155158703

전라북도 정읍시 중앙로 33 (연지동),G,0,,연지한의원,063-536-7751,,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1300,0830,,,,,35.57306709054734,126.84601839191072

"서울특별시 마포구 독막로 32, 2층 (합정동)",G,0,,혜당한의원,02-335-1010,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1330,0900,,,,,37.54802903291802,126.91678056813498

경기도 수원시 팔달구 일월로22번길 3 (화서동),G,0,,손한의원,031-296-4111,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,37.28555745665549,126.98007165246515

"대구광역시 북구 중앙대로 517, 2층 (칠성동2가)",G,0,,웅한의원,053-357-7510,,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,,,,,,,35.87920955932141,128.59529293938056

부산광역시 부산진구 가야대로 651 (가야동),G,0,2호선 가야역 2번출구,보광한의원,051-892-7510,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,35.15615434386173,129.0429371048485

경상남도 하동군 하동읍 중앙로 33,G,0,하동농협 부근,도원한의원,055-883-5000,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,1300,0900,35.07054222534298,127.7488446193006

경상북도 포항시 북구 학전로 30 (항구동),G,0,,안태권한의원,054-255-7585,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,1300,0900,36.0554697409,129.3745463224

서울특별시 강동구 천호대로187길 67 (길동),G,0,,해오름한의원,02-476-0881,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1500,0930,,,,,37.53732918882053,127.14298028294868

전라북도 군산시 미장안길 50-1 (미장동),G,0,군산고등학교 맞은편,임한의원,063-467-7365,,1800,0900,2030,0900,1800,0900,2030,0900,1800,0900,1400,0900,,,,,35.973488888888888,126.718977777777781

"제주특별자치도 제주시 중앙로 570, 2층 202호 (아라일동)",G,0,,아라한의원,064-702-1086,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,1300,0900,33.471998051135586,126.54529198186954

경상북도 고령군 대가야읍 왕릉로 114,G,0,,일침한의원,054-956-8889,,1830,0830,1830,0830,1830,0830,1830,0830,1830,0830,1400,0830,,,,,35.7295185723,128.2680520885

대전광역시 유성구 은구비남로 37 (지족동),G,0,열매마을 8단지 앞,최정우한의원,042-477-2114,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1530,0900,,,,,36.372402004803675,127.31982880328732

경기도 의왕시 사천1길 7-5 (왕곡동),G,0,,동의보감한의원,031-455-1157,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.34629738986004,126.9769091309073

대구광역시 달서구 달구벌대로 1870  (두류동),G,0,,제영한의원,053-623-2873,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,35.86097240472352,128.56920564812995

서울특별시 강남구 논현로164길 16-6 ,G,0,,네오한의원,02-545-4523,,1800,0900,1800,0900,1300,0900,1800,0900,1800,0900,1600,0900,,,,,37.52306093,127.0294394988

"충청북도 청주시 청원구 공항로150번길 5, 국민은행 3층 (율량동)",G,0,2층,용한의원,043-217-1749,,2100,0930,1900,0930,2100,0930,,,2100,0930,1400,0930,,,,,36.6704627170929,127.4843467680374

"울산광역시 북구 매산로 15, 참조은 빌딩 4층 (매곡동)",G,0,,좋은날한의원,052-286-9006,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,35.64173974942072,129.35711991599126

"광주광역시 서구 상무중앙로 96, H.K복합빌딩 9,11층 (치평동)",E,0,,민한방병원,062-385-9000,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1230,0830,,,,,35.1554675286,126.8489999575

"서울특별시 종로구 숭인동길 24, 1층 (숭인동)",G,0,신설동역 11번 출구,대광한의원,02-3012-0551,,1830,0900,2030,0900,1830,0900,2030,0900,1830,0900,1600,0900,,,,,37.57598722037363,127.02191185070887

부산광역시 기장군 기장읍 읍내로104번길 19,G,0,버스정류장:기장중학교 / 지하철 동해남부선 기장역,다정한의원,051-722-5275,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,35.243385387388294,129.21574707653846

"광주광역시 서구 화운로 99, 1층 (화정동)",G,0,,소망한의원,062-375-9911,,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300,0930,,,,,35.148500048,126.879613218

"광주광역시 서구 상무중앙로 64, 1, 5, 9-13층 (치평동)",E,0,"MK타워 4층,5층",청연한방병원,062-371-1075,,1800,0930,2000,0930,1800,0930,2000,0930,1800,0930,1330,0930,,,,,35.153638888888892,126.847797222222226

"부산광역시 부산진구 연수로 5, 양정로타리메디타운 5~7층 (양정동)",G,0,1호선 양정역 5번 출구/양정로터리메디타운 7층,전대성한의원,051-863-3555,,1900,0900,1900,0900,1900,0900,1700,0900,1900,0900,1500,0900,1500,0900,1500,0900,35.17338992546963,129.0718992901711

"강원도 속초시 중앙로 154-1, 2층 (중앙동)",G,0,중앙동 국민은행옆 2층,홍제한의원,033-631-7555,,1800,0900,1800,0900,1800,0900,1600,0900,1800,0900,1300,0900,,,,,38.20439114635811,128.59189663979436

서울특별시 강남구 남부순환로 2615,G,0,,송한의원,02-572-7773,,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1330,0930,,,,,37.48509992672587,127.03616058129023

"서울특별시 종로구 청계천로 61, 5층 (관철동)",G,0,종각역 9번 출구에서 청계천 방향,경희봄한의원,02-3443-5875,,2030,1100,2030,1100,2030,1100,,,2030,1100,1400,1000,,,,,37.5689784713,126.9843203909

경상남도 창원시 진해구 냉천로126번길 17 (자은동),G,0,,숨쉬는하구한의원,055-546-7975,,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400,0930,,,,,35.15315972465304,128.71067591835964

"서울특별시 금천구 남부순환로 1428, 301호 (독산동,지오프라자)",G,0,신림푸르지오1차 아파트 단지 앞,세종한의원,02-855-1133,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,,,,,37.48058171591476,126.90945223680478

"서울특별시 강남구 삼성로 150, 3층 319호 (대치동, 한보미도종합상가)",G,0,대치역 5번 출구,정도의료소비자생활협동조합정도한의원,02-3412-9003,,1700,1000,1700,1000,1700,1000,1700,1000,1700,1000,,,,,,,37.4947939743,127.0665056472

대구광역시 달서구 진천로 77,G,0,,진천한의원,053-642-8875,,2000,0900,2000,0900,2000,0900,2000,1400,2000,0900,1400,0900,,,,,35.81570018350391,128.52282023070296

대구광역시 달성군 다사읍 달구벌대로 877,G,0,,병인한의원,053-582-7510,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300,0900,,,,,35.85801654365009,128.46526863661637

"서울특별시 강남구 논현로 807, 2~4층(신사동)",G,0,강남을지병원 사거리 인근,정지행한의원,02-518-0992,,2000,1100,1900,1000,2000,1100,,,1900,1000,1400,1000,,,,,37.52082683290348,127.02783230222761

"서울특별시 강북구 숭인로 63, 2층 (미아동, 송원빌딩)",G,0,미아사거리역 4번 출구,우리동네한의원,02-983-7553,,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1530,0900,,,,,37.6126345156,127.0286457102

서울특별시 강남구 강남대로 248 (도곡동),G,0,양재역 2번 출구,리미지한의원,02-6925-6003,,1900,1000,2100,1400,,,2100,1400,1900,1000,1400,1000,,,,,37.485714857027695,127.0339159022576

"서울특별시 강남구 압구정로 216, 2층 (신사동, 코끼리상가)",G,0,압구정역 2번 출구,경희앞산한의원,02-546-1275,,1900,0900,2000,0900,1900,0900,1900,0900,1900,0900,1400,0900,,,,,37.5280845123,127.031025321

경상북도 포항시 남구 중앙로 129 (해도동),G,0,,보성한의원,054-272-5511,,1600,1000,1600,1000,1600,1000,1600,1000,1600,1000,1600,0900,,,1400,0900,36.02471637358205,129.36784847976492

"충청북도 청주시 흥덕구 풍산로 15, 4층 403호 (가경동, 메가폴리스)",G,0,메가폴리스 빌딩4층(롯데마트건물 4층),하늘마음한의원,043-215-8575,,2100,1000,1900,1000,,,2100,1000,1900,1000,1530,1000,,,,,36.62638842955603,127.43217147911457

경기도 구리시 건원대로34번길 27 (인창동),G,0,,경희약침한의원,031-567-8275,,1930,0900,1930,0900,1900,0900,1930,0900,1930,0900,1700,0900,,,1700,0900,37.60483221317092,127.14157667212106

경상북도 포항시 북구 중흥로 290 (죽도동),G,0,,성심원한의원,054-278-7001,,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1600,0900,,,,,36.0282086706,129.3627331507

서울특별시 종로구 혜화로 11 (명륜1가),G,0,혜화동로터리 인근,혜담한의원,02-747-1250,,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,,,,,,,37.5865561079,127.0001132204

"서울특별시 강남구 테헤란로 313, 201~204호 (역삼동, 성지하이츠1)",G,0,,윤제한의원,02-552-0946,,1800,1000,1800,1000,1800,1000,1800,1000,1600,1000,1800,1000,,,,,37.50380327329909,127.04526076096666

